V160101f,V160102f,V161024x,V161140x,V161158x,V161188,V161192,V161194x,V161198,V161204x,V161208,V161209,V161210,V161211,V161212,V161213x,V161214x,V161215,V161216,V161217,V161218,V161219,V161220,V161221,V161225x,V161227x,V161228x,V161229x,V161231,V161232,V161233x,V161235x,V161236,V161237,V161241,V161242,V161243,V161244,V161245,V161267x,V161268,V161270,V161276x,V161310x,V161316,V161324,V161326,V161327,V161331x,V161334,V161340,V161342,V161343,V161344,V161345,V161361x,V161362,V161496,V161507,V161508,V161509,V161510,V161511,V161515,V161516,V161522,V162010,V162011,V162012,V162013,V162014,V162014a,V162016,V162016a,V162018a,V162018b,V162018c,V162018d,V162018e,V162019,V162030x,V162031x,V162062x,V162066x,V162067x,V162068x,V162069x,V162078,V162079,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113,V162123,V162125x,V162136x,V162147x,V162150x,V162157,V162158,V162160,V162168,V162169,V162170,V162171,V162174a,V162178,V162179,V162180x,V162188x,V162191a,V162193x,V162207,V162209,V162210,V162211,V162212,V162213,V162214,V162229x,V162230x,V162231x,V162238x,V162239,V162240,V162241,V162242,V162254,V162255x,V162262,V162263,V162266,V162268,V162269,V162270,V162271,V162272,V162273,V162274,V162290,V162310,V162311,V162312,V162313,V162314,V162316,V162317,V162318,V162319,V162320,V162321,V162322,V162323,V162324,V162325,V162345,V162346,V162347,V162348,V162349,V162350,V162351,V162352,V162353,V162354,V162355,V162356,V162357,V162358,V162359,V162360,V162361,V162362,V162363,V162364,V162365,V162366,V162367,V162368,V162369,V168112,V168113
0.7909999999999999,0.782,3,2,5,4,3,6,3,6,1,2,3,1,3,7,7,4,1,1,2,2,1,1,5,5,1,4,2,2,2,2,2,2,1,1,2,1,1,13,1,15,5,1,1,0,1,2,40,1,2,1,4,4,1,20,4,0,3,2,2,2,1,2,2,3,2,2,2,2,2,-1,2,-1,2,2,1,1,2,2,-1,1,2,20,1,-1,-1,15,70,100,70,40,60,100,70,70,70,60,30,85,70,100,85,15,100,50,70,50,2,1,4,1,1,3,3,3,2,1,2,5,-1,2,2,4,4,2,3,2,2,1,2,2,2,2,2,2,2,4,1,2,1,2,4,-8,2,3,1,2,3,3,4,4,1,2,2,100,100,100,40,100,5,5,2,-1,2,-1,1,3,2,2,3,4,3,2,2,2,2,2,2,2,2,2,4,4,4,4,3,4,4,4,4,4,-4,2,5,2,2
1.672,1.6269999999999998,3,3,1,2,3,7,1,4,3,3,1,3,1,2,1,4,1,1,3,2,1,1,1,6,6,1,1,4,4,1,1,5,2,-1,3,1,4,2,6,13,4,1,4,0,1,3,15,4,1,2,1,1,1,23,1,0,5,5,5,5,3,2,1,5,2,2,1,2,1,1,2,-1,2,1,2,2,1,2,1,1,1,11,1,1,-1,85,0,15,100,100,85,85,15,15,70,100,15,30,85,70,100,0,70,100,100,100,5,2,6,1,1,2,3,4,1,5,1,1,4,1,1,1,1,2,2,2,1,5,5,1,1,4,5,4,2,1,1,1,2,1,3,10,2,2,4,2,5,5,4,4,3,2,4,85,85,85,70,70,2,5,1,1,1,1,1,3,3,3,4,4,2,2,5,5,5,4,5,5,3,1,2,2,4,5,2,2,5,1,5,1,-4,2,5,1,1
1.169,0.0,3,5,5,2,2,7,4,1,3,2,3,3,3,7,2,4,1,1,3,3,3,1,7,1,-8,1,-9,-9,-1,5,-8,1,1,3,1,1,1,12,1,13,7,1,4,0,1,3,40,3,1,2,1,1,3,1,4,1,3,2,3,3,-9,2,-9,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,-1,-1,-1,-1,-1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
0.618,0.5820000000000001,1,3,4,4,3,6,3,7,3,1,1,1,3,4,4,3,1,2,4,2,2,1,4,3,1,1,1,2,4,2,2,3,1,3,1,2,-1,3,6,9,4,1,1,1,1,2,28,4,2,2,3,3,3,3,1,0,5,2,2,3,1,1,2,1,2,2,2,2,2,-1,2,-1,2,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,40,40,85,30,50,50,50,50,50,60,100,50,50,85,100,70,50,100,100,85,50,2,3,4,5,2,3,3,3,3,3,2,99,7,2,1,4,4,2,4,1,2,2,5,4,4,3,5,4,-8,2,2,2,1,2,3,-8,3,2,3,4,4,2,1,2,2,2,2,40,50,50,0,50,3,5,1,2,2,-1,3,3,3,3,5,5,3,5,5,4,4,4,4,4,4,4,3,3,3,3,1,3,3,3,3,1,-4,3,4,4,3
0.36700000000000005,0.35700000000000004,3,4,3,4,3,7,3,7,3,3,3,1,3,3,2,3,1,1,3,2,2,1,4,6,6,1,1,2,1,2,1,2,1,3,2,1,1,5,4,13,1,1,1,3,1,2,10,1,2,2,1,1,2,8,2,0,2,5,4,2,1,2,1,3,2,2,2,2,2,-1,2,-1,2,1,1,2,1,2,4,1,4,40,-1,-1,-1,30,15,15,70,70,50,85,30,40,60,100,40,50,85,100,100,30,85,100,85,85,4,2,7,7,1,3,3,3,1,5,2,3,7,2,1,4,1,2,3,2,2,2,4,2,2,5,4,4,4,4,2,1,2,1,3,8,4,2,2,3,4,4,4,4,2,2,4,70,70,70,70,70,2,5,2,-1,1,2,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,3,3,5,2,-9,-9,-4,1,4,4,3
1.3219999999999998,1.214,3,2,4,2,3,7,5,1,1,3,3,3,1,2,7,3,1,1,4,3,2,1,1,-9,1,1,1,4,1,1,2,4,2,-1,2,1,4,7,4,11,6,2,1,0,2,3,19,4,2,1,1,1,3,8,2,2,3,2,4,4,1,2,1,3,2,2,2,2,2,-1,2,-1,2,2,2,2,2,1,-1,1,1,10,2,-1,-1,30,15,40,50,50,70,50,30,60,40,50,30,50,40,40,50,15,30,50,70,60,4,1,1,1,1,5,2,3,2,4,1,5,4,2,1,1,1,2,2,2,2,5,4,2,2,2,4,4,4,1,2,2,2,1,2,10,2,4,2,4,4,4,1,2,1,3,4,85,70,85,50,70,-1,-1,1,2,1,2,1,3,3,3,4,3,1,1,6,6,5,4,5,4,4,4,2,2,3,4,1,2,4,1,4,1,-4,5,3,3,3
0.282,0.262,3,3,2,3,3,3,4,5,1,3,1,1,1,1,2,2,2,1,4,3,2,1,4,4,2,1,2,2,4,2,1,2,1,3,2,1,1,10,3,14,5,1,1,0,1,2,1,2,2,1,2,1,3,20,2,0,3,2,3,3,1,2,1,4,2,2,2,2,1,1,2,-1,2,2,1,2,2,2,-1,1,1,10,1,1,1,70,40,60,70,40,70,70,60,70,60,60,60,60,30,85,70,40,85,50,70,60,2,1,6,1,1,3,3,2,2,3,2,4,7,2,2,4,4,2,4,1,2,2,2,2,2,4,7,2,3,4,2,2,1,2,4,6,4,2,2,2,4,4,2,3,1,1,2,85,85,85,40,85,2,4,2,-1,2,-1,2,2,2,2,4,4,3,3,2,2,2,2,2,2,3,2,3,3,3,4,2,3,5,3,4,2,-4,2,5,1,1
0.27399999999999997,0.262,3,2,1,1,3,1,99,1,1,2,1,1,1,6,4,2,1,1,4,2,2,1,2,1,5,1,2,4,4,3,1,5,1,3,1,1,1,6,5,12,1,2,1,1,1,3,1,1,1,2,1,1,3,9,2,0,3,5,5,5,1,2,2,3,1,2,2,2,2,-1,2,-1,2,2,1,2,2,2,1,1,1,11,1,1,1,100,30,998,70,85,85,85,60,85,40,70,60,60,60,100,998,998,85,40,85,100,2,1,2,1,1,4,2,1,2,2,2,6,2,3,1,1,1,1,1,2,2,2,4,2,2,4,5,1,1,2,2,2,1,2,2,9,3,4,2,2,4,4,2,3,1,1,4,85,85,100,15,70,-1,-1,1,2,1,1,1,3,3,2,2,4,1,1,4,5,5,1,5,2,7,2,1,2,3,4,2,2,5,1,4,1,-4,7,4,2,1
0.851,0.897,3,2,6,1,1,6,7,7,2,2,2,2,2,3,6,4,1,1,4,2,1,-8,7,1,2,3,3,2,1,4,3,1,2,-1,3,2,-1,6,1,15,1,1,1,1,1,2,1,2,2,1,4,1,3,27,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,2,1,2,20,2,2,2,0,85,40,15,15,30,50,60,85,70,60,15,50,30,70,60,85,60,60,50,0,1,2,6,2,7,3,2,3,2,4,1,6,2,1,1,7,4,2,7,5,5,1,1,2,5,2,6,4,7,5,1,1,2,1,4,9,5,5,1,1,4,2,3,3,1,1,2,70,60,60,0,70,5,4,3,3,1,2,2,1,2,2,4,4,4,4,4,4,4,4,5,3,4,3,3,5,5,4,5,5,4,4,3,3,-4,2,5,1,2
0.893,0.847,3,2,2,2,3,3,5,5,1,3,3,3,1,3,2,3,1,2,4,2,2,1,4,2,2,1,2,3,1,2,1,4,1,3,2,1,2,4,1,14,1,3,1,0,1,2,9,2,1,2,2,2,3,28,2,0,5,5,2,2,1,1,2,2,1,2,2,2,2,-1,2,-1,2,2,1,1,2,2,-1,1,1,10,2,2,-1,60,30,15,40,40,50,60,40,15,50,60,50,60,70,85,70,15,60,50,85,60,5,2,6,1,1,2,3,4,1,5,2,3,3,2,3,4,1,2,3,2,1,2,4,2,4,2,5,2,3,5,1,1,2,1,3,10,4,2,2,1,5,5,4,4,2,3,2,100,70,70,60,85,-1,-1,1,1,1,1,1,3,3,3,3,5,2,1,3,4,2,1,2,3,2,2,2,2,3,5,3,3,5,1,3,2,-4,2,3,2,2
1.933,1.9569999999999999,1,3,1,1,1,7,99,4,1,1,1,1,1,7,7,2,2,2,3,2,2,1,4,6,1,1,1,2,1,3,1,2,1,3,1,1,4,11,3,9,5,1,1,9,1,3,23,2,2,2,3,1,1,15,3,0,4,2,3,3,1,1,2,1,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,85,50,999,50,50,85,85,60,50,60,50,50,50,50,85,50,50,85,50,100,60,1,1,4,4,1,5,1,1,2,1,1,99,-1,3,2,4,1,1,1,2,1,2,2,1,2,2,6,1,2,1,2,2,1,2,3,-9,1,4,3,5,2,2,1,1,1,1,5,70,50,70,50,70,2,5,2,-1,2,-1,2,2,3,2,1,1,1,1,4,4,4,4,4,4,3,3,2,2,3,4,2,3,3,3,5,2,-4,5,4,1,1
0.983,1.044,3,4,6,2,3,6,4,6,1,3,3,3,3,3,7,4,1,1,2,3,3,1,4,3,1,1,2,3,1,5,2,1,1,1,2,1,3,7,1,10,1,1,1,1,1,2,1,1,2,1,3,3,3,20,3,0,3,4,3,3,1,2,2,3,1,2,1,2,2,-1,2,-1,2,2,2,2,2,2,2,1,2,21,2,2,-1,30,85,85,50,0,30,60,70,60,60,30,0,60,50,10,85,50,30,30,30,30,4,2,7,2,1,5,1,3,4,2,3,5,1,1,3,3,6,2,4,4,4,2,1,2,4,4,5,1,2,2,3,2,3,3,3,-9,2,2,2,2,3,2,1,3,1,2,2,85,85,85,60,85,1,5,3,2,1,1,1,3,3,3,2,2,2,2,4,3,3,3,4,2,5,2,2,3,4,4,2,4,4,3,2,2,-4,5,4,1,1
1.911,1.706,2,3,2,1,3,5,1,5,2,1,2,1,3,5,5,4,2,1,4,3,3,1,6,6,4,3,3,4,4,3,1,5,1,1,2,1,4,9,6,8,6,2,1,0,2,1,30,1,2,1,2,2,3,8,4,0,4,3,3,2,1,2,1,1,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,1,1,1,10,1,1,-1,100,30,70,40,70,50,100,70,60,85,30,50,50,60,85,40,5,85,60,100,100,2,1,4,6,7,3,2,2,3,2,5,3,2,2,2,2,3,1,2,4,4,5,3,2,1,2,3,5,5,1,2,2,2,1,2,7,1,5,4,1,2,4,1,1,3,1,4,80,60,100,20,50,-1,-1,2,-1,1,2,1,2,1,1,6,7,7,6,5,7,6,3,3,1,5,2,4,4,4,3,3,1,4,4,5,3,-4,7,2,3,3
0.469,0.511,3,2,1,3,3,7,3,1,1,2,1,1,1,1,7,1,1,2,3,5,2,1,4,1,1,4,3,1,1,1,1,2,1,3,1,1,1,9,2,3,1,5,4,0,1,2,31,2,1,1,2,4,3,14,1,0,2,1,3,3,1,2,2,3,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,1,0,-1,-1,-1,-1,-1,85,15,40,60,70,50,85,85,85,85,50,60,60,30,85,70,50,85,50,85,70,2,4,6,1,1,3,3,1,1,1,1,6,2,2,3,4,2,1,2,2,2,1,3,1,1,2,7,2,4,4,2,2,1,2,4,7,4,2,2,1,5,3,1,2,2,2,2,50,85,85,70,85,-1,-1,1,2,1,2,2,2,2,3,1,2,2,4,5,6,7,6,7,1,7,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-4,4,2,3,3
1.294,1.2,3,2,3,1,2,4,2,1,3,3,1,1,1,6,2,3,1,1,3,2,1,1,1,6,6,1,1,4,3,1,1,3,2,-1,3,2,-1,5,1,14,1,1,1,1,1,2,1,2,1,2,1,1,1,25,1,0,5,4,5,5,1,2,1,1,1,2,2,2,2,-1,2,-1,1,1,2,2,1,2,1,1,1,11,1,1,-1,85,0,0,100,85,100,85,30,30,85,100,30,50,100,60,100,0,40,100,100,100,5,5,6,1,1,2,3,3,1,5,5,2,7,1,1,1,1,2,1,2,1,5,5,1,1,5,4,4,1,1,3,3,2,1,3,10,1,5,4,2,5,5,4,4,2,3,2,100,100,100,60,40,5,5,1,1,1,1,1,3,3,3,4,1,1,1,5,3,1,1,1,5,1,3,1,2,4,5,1,2,5,1,4,1,-4,1,5,1,1
0.504,0.504,3,3,6,2,3,4,5,6,1,3,3,3,1,1,7,3,1,1,4,2,1,1,5,5,3,1,1,4,1,4,1,2,1,1,2,2,-1,4,1,13,1,1,1,0,1,2,33,1,1,1,2,1,3,22,4,0,2,4,3,4,1,1,1,2,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,2,1,2,21,2,1,-1,15,70,50,40,40,60,50,50,70,40,50,40,50,40,50,50,40,85,50,70,30,4,1,-8,3,2,4,3,4,4,1,4,5,3,-8,1,4,4,2,4,2,3,2,2,4,4,2,6,4,4,5,2,2,2,1,4,4,4,2,1,4,3,2,2,2,1,1,2,100,100,100,15,100,4,4,1,3,1,3,2,2,2,2,3,5,3,2,3,6,5,2,3,2,6,1,3,3,4,4,3,3,4,2,4,2,-4,4,4,1,1
0.682,0.7,3,3,3,2,3,7,3,2,1,1,1,1,1,4,1,3,1,1,4,2,2,1,1,6,6,1,1,4,4,2,1,5,1,2,2,1,2,5,1,15,1,1,1,2,1,2,5,2,1,1,1,1,2,24,2,0,4,5,5,4,1,2,2,3,2,1,2,2,1,1,2,-1,1,1,1,2,1,2,4,1,1,11,1,1,1,85,0,30,100,85,70,100,85,70,100,100,15,100,100,100,100,30,85,100,100,85,3,2,6,1,1,3,3,4,1,4,4,1,7,1,1,1,1,2,1,2,1,5,4,2,2,5,4,4,1,4,1,1,2,1,4,10,4,2,2,1,5,5,4,4,4,2,2,100,100,100,100,100,5,5,2,-1,1,1,1,3,3,3,6,3,3,3,5,4,4,4,4,4,4,4,1,3,4,4,1,2,5,1,5,1,-4,1,4,1,1
1.117,1.177,3,4,5,2,2,7,6,7,1,2,3,2,3,1,7,4,1,1,2,4,2,2,6,1,1,3,2,1,1,5,4,2,1,3,1,1,2,6,1,13,1,1,1,3,1,2,15,2,2,1,5,1,3,-9,4,-9,2,2,4,4,1,2,2,1,1,2,1,2,2,-1,2,-1,2,2,1,2,2,2,2,1,2,21,2,2,-1,0,85,85,15,40,0,60,40,85,30,50,40,50,60,85,100,85,100,40,50,0,1,1,4,1,3,5,1,1,4,4,2,6,5,2,2,6,6,2,4,5,4,5,1,5,5,1,7,1,4,5,2,1,1,1,3,7,4,2,1,2,2,2,1,2,1,1,2,70,70,70,0,70,2,4,2,-1,2,-1,2,2,2,2,3,4,1,1,2,3,2,1,6,2,6,2,4,4,4,4,4,4,4,4,1,4,-4,4,4,1,1
0.93,0.8740000000000001,3,3,1,2,2,7,3,2,1,2,3,3,1,6,6,2,2,1,2,3,2,1,4,1,1,1,2,2,1,1,1,4,1,3,1,1,1,9,1,13,5,2,1,0,1,3,30,1,2,2,1,1,3,14,1,0,4,4,2,2,1,2,2,2,1,2,2,2,2,-1,2,-1,2,1,1,2,1,2,-1,1,1,11,-1,-1,-1,100,40,85,60,70,85,85,85,70,60,70,60,85,70,100,85,30,40,60,100,85,2,2,2,1,1,3,2,1,2,1,2,99,4,3,2,4,2,1,2,1,3,1,4,2,2,4,6,4,4,2,2,2,1,2,2,9,4,2,3,4,3,3,1,2,1,1,2,70,85,85,40,85,-1,-1,1,1,1,1,1,3,3,2,1,4,3,1,4,4,4,3,6,3,2,4,2,3,4,4,2,3,4,2,2,2,-4,7,4,3,2
2.867,2.918,4,3,6,1,1,4,6,4,1,2,1,3,3,2,7,3,1,1,2,2,3,1,4,1,1,4,3,2,4,4,3,2,1,3,2,1,1,2,1,9,1,1,1,0,1,2,20,1,1,1,3,1,3,14,3,2,2,4,5,5,1,1,2,2,1,2,2,2,2,-1,2,-1,2,2,1,1,2,2,4,1,2,21,2,2,-1,15,85,100,0,0,30,70,70,85,30,0,70,50,50,100,100,50,100,0,85,50,2,1,6,1,2,3,4,4,2,2,1,6,5,2,2,4,4,2,7,5,4,2,3,5,5,2,6,3,4,5,2,2,1,1,2,6,3,2,2,3,4,3,3,3,1,3,5,85,85,85,0,85,4,5,2,-1,2,-1,2,2,2,2,3,3,3,3,3,4,4,3,5,2,6,1,3,4,4,4,2,4,5,1,2,2,-4,4,5,3,3
0.664,0.682,3,4,1,1,3,6,4,4,1,2,1,1,1,7,7,3,1,2,2,3,1,1,1,6,5,1,1,3,1,4,2,4,-8,-1,2,1,3,5,1,13,1,1,1,1,1,2,10,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,2,2,2,2,2,-1,2,-1,2,2,2,2,1,2,1,1,1,10,1,1,-1,40,50,40,15,60,-9,30,30,-9,40,85,40,15,50,15,60,50,85,0,100,40,4,2,2,1,1,5,3,2,2,2,2,99,5,2,1,1,4,1,4,1,4,2,1,5,5,2,7,4,1,5,2,2,3,2,1,8,4,2,1,4,3,2,1,2,1,1,2,60,60,60,0,85,4,3,1,2,2,-1,2,3,3,3,4,6,4,4,4,6,5,5,4,4,6,5,2,3,3,4,1,3,4,2,1,1,-4,2,5,4,3
1.245,1.189,3,3,1,3,3,4,4,4,1,3,3,3,1,6,4,3,1,1,4,3,1,1,2,5,6,1,1,3,1,3,2,3,1,2,2,1,1,13,1,12,5,1,1,0,1,3,4,2,1,1,3,1,3,15,4,0,1,3,3,3,1,2,2,2,1,2,2,2,2,-1,2,-1,2,2,1,2,2,2,1,1,1,11,1,1,-1,85,30,40,50,70,70,60,40,30,40,60,30,50,60,85,60,50,70,60,85,50,1,1,7,1,1,4,3,3,3,2,2,2,2,2,3,2,1,2,2,2,2,1,2,1,1,3,7,4,4,4,2,1,2,1,3,10,2,4,2,2,4,3,2,4,1,2,2,50,60,60,40,70,2,5,1,2,1,1,1,3,3,3,2,4,2,2,3,4,3,2,2,2,2,1,2,4,3,4,3,3,5,2,4,3,-4,1,5,2,2
1.129,1.045,3,3,7,1,2,1,5,4,1,3,3,-8,3,2,7,4,1,1,3,2,2,1,4,1,1,1,3,2,1,3,3,1,1,3,1,1,1,13,3,9,1,1,1,0,1,2,7,3,1,1,5,1,3,9,2,2,3,3,4,2,1,2,2,2,2,2,2,2,2,-1,2,-1,2,2,1,2,2,2,2,1,2,21,2,2,-1,0,85,100,60,0,30,85,85,100,85,0,70,85,40,100,85,85,100,40,70,70,3,1,7,1,1,4,2,2,3,1,1,7,2,2,2,4,6,2,4,5,5,1,2,2,2,2,7,1,4,5,2,2,1,2,1,1,2,4,2,2,3,2,3,3,1,1,2,85,60,85,30,100,3,3,1,2,2,-1,2,2,2,2,3,3,1,1,1,1,3,1,6,1,1,1,-9,3,-9,4,3,3,4,3,3,3,-4,1,5,2,2
0.87,0.8109999999999999,3,2,1,1,3,7,1,1,1,1,1,1,1,4,7,3,2,1,3,4,2,1,1,6,1,4,1,1,4,1,1,5,1,3,1,1,2,8,1,13,1,2,1,0,1,3,17,2,2,2,1,1,3,16,1,0,3,2,3,3,1,2,2,2,1,2,2,2,2,-1,2,-1,2,2,1,2,2,2,-1,1,1,11,1,1,-1,100,0,100,50,50,70,100,85,100,100,100,70,100,100,100,50,50,100,100,100,100,1,1,1,1,1,5,1,1,1,1,2,99,5,1,3,4,1,1,7,2,1,1,4,1,1,5,4,7,1,1,3,3,3,3,4,10,3,2,2,5,4,1,1,2,1,2,5,85,85,100,85,70,-1,-1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,3,3,5,3,5,3,-4,6,5,4,3
1.136,1.09,3,2,3,2,3,6,3,2,1,2,1,1,1,3,2,3,1,1,2,3,2,1,4,2,6,1,1,4,1,2,1,2,1,1,2,1,4,5,1,14,1,1,1,2,1,2,9,2,1,2,2,1,2,27,4,6,3,4,4,5,1,1,2,2,2,2,2,2,2,-1,2,-1,2,1,1,1,2,1,1,1,3,30,1,1,-1,70,30,15,85,70,70,60,50,40,60,85,60,60,85,70,85,15,85,85,85,85,5,2,7,1,1,3,3,3,1,5,5,4,2,1,1,4,2,2,2,2,2,4,4,2,2,4,6,4,2,2,1,1,2,1,4,10,3,4,4,2,4,4,2,3,1,1,2,70,70,85,40,85,2,3,2,-1,1,1,1,3,3,3,3,3,2,3,5,4,3,2,4,4,3,2,2,3,4,4,2,2,5,2,4,2,-4,2,5,1,1
0.408,0.405,4,2,5,4,3,1,6,7,1,2,3,3,3,4,7,4,2,1,3,2,3,1,6,3,5,1,1,5,2,2,3,2,2,-1,3,2,-1,10,1,13,1,1,1,0,1,2,1,2,1,1,1,1,3,-9,4,0,3,5,5,5,1,2,2,3,1,2,2,2,2,-1,2,-1,2,1,1,2,2,1,2,1,2,20,2,2,-1,0,60,50,50,40,30,50,50,50,50,50,15,50,40,50,100,40,85,50,50,0,4,1,7,1,2,4,3,1,1,5,3,5,5,3,1,6,4,2,7,2,1,1,1,1,2,4,6,4,4,5,3,3,2,1,4,-8,3,5,1,2,5,3,4,4,1,1,4,50,50,50,30,50,4,4,2,-1,2,-1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,2,4,3,-4,5,5,1,1
0.28600000000000003,0.284,3,3,7,1,3,1,-8,4,1,3,3,2,1,1,7,4,1,1,2,4,3,2,5,6,1,1,2,2,1,3,3,2,1,2,1,1,4,7,6,12,1,1,1,0,1,2,40,3,2,2,1,1,2,16,4,1,3,3,3,3,1,2,2,2,1,2,2,2,2,-1,2,-1,2,2,1,2,1,2,2,1,2,20,2,2,2,30,85,85,85,60,0,100,85,70,70,50,70,70,0,100,100,60,100,998,70,70,3,1,4,1,1,3,2,1,3,1,1,6,2,3,1,2,7,2,4,3,2,2,2,3,4,2,6,4,4,4,2,2,1,2,4,3,2,2,3,4,4,4,1,2,1,3,2,100,100,100,0,100,1,3,3,2,2,-1,2,2,3,3,1,4,1,4,4,4,4,4,7,1,7,1,3,3,5,1,3,2,5,5,1,3,-4,4,4,1,1
1.262,1.253,3,2,5,4,2,6,5,7,1,2,1,1,1,5,1,4,1,2,4,2,3,1,4,3,4,1,1,4,2,1,2,3,1,3,2,1,3,4,1,14,1,1,1,0,1,2,9,2,1,1,4,2,3,27,2,0,2,3,4,5,1,2,1,1,2,2,2,2,2,-1,2,-1,2,1,1,1,2,2,4,0,-1,-1,-1,-1,-1,30,15,40,50,40,40,70,40,60,40,85,40,30,70,70,70,30,60,50,85,40,5,2,6,1,1,1,3,4,2,4,5,5,4,1,3,1,1,2,4,4,2,5,2,2,2,2,5,4,1,5,2,1,1,1,4,8,5,5,5,2,5,4,4,4,2,3,1,70,70,70,70,70,3,5,2,-1,2,-1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,-4,1,5,3,2
0.36,0.379,3,4,5,3,3,3,5,6,1,2,2,2,2,3,7,4,1,1,3,2,2,2,7,2,1,2,2,3,1,3,4,1,1,2,2,1,2,-1,1,14,1,3,4,2,1,3,3,2,1,1,4,1,3,28,3,0,3,3,3,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,1,2,4,1,2,21,2,-1,-1,40,70,50,60,40,30,60,40,60,40,50,50,40,40,70,50,50,70,50,70,30,3,1,4,5,4,4,3,2,2,1,1,5,3,2,2,6,4,2,6,2,4,1,1,2,4,2,6,4,5,5,1,1,2,1,3,2,2,2,1,3,4,2,3,3,1,1,2,85,40,50,40,70,-1,-1,3,1,2,-1,2,1,1,3,2,6,4,1,3,6,5,2,7,2,6,2,5,5,2,4,5,5,5,5,3,5,-4,2,4,2,1
0.812,0.83,3,3,7,1,1,7,6,2,1,2,1,1,1,2,7,5,1,1,2,2,3,1,1,2,2,1,1,4,1,5,4,1,1,2,2,2,-1,9,4,9,1,1,1,0,1,2,3,1,2,2,3,1,2,13,4,0,2,3,1,2,3,2,2,2,1,2,2,2,2,-1,2,-1,2,1,2,2,1,1,2,1,2,21,2,2,-1,0,100,50,50,50,40,50,50,50,60,50,40,50,50,50,50,50,85,50,70,0,5,1,7,1,1,4,2,3,1,1,1,4,0,3,1,4,7,2,6,2,1,1,2,5,4,3,4,4,2,5,2,2,2,2,3,1,2,3,1,1,5,3,4,4,1,1,4,50,50,50,30,50,1,4,1,2,1,2,3,3,2,2,2,4,4,1,4,4,4,2,5,4,6,1,3,4,4,4,3,4,5,3,5,3,-4,3,5,3,3
3.9,3.945,3,3,6,1,3,6,7,-8,1,2,3,3,3,7,4,3,2,1,4,2,3,1,4,2,5,1,2,4,1,5,3,2,1,3,1,1,2,13,1,9,5,1,1,0,2,3,40,3,2,-9,3,1,3,6,4,10,4,2,3,2,1,2,2,1,2,2,1,2,2,-1,2,-1,2,2,1,2,2,2,-1,1,2,21,2,2,-1,50,85,85,50,50,100,100,60,60,85,0,40,70,50,100,85,60,85,15,100,0,1,1,6,2,1,3,1,3,2,1,1,4,-1,3,2,1,3,-1,6,2,3,1,1,4,5,1,7,1,4,5,2,2,1,2,2,7,1,1,1,2,1,1,1,1,1,1,2,-9,50,85,0,100,3,4,2,-1,2,-1,3,2,1,3,2,5,3,4,2,5,4,2,3,1,5,2,3,4,5,4,2,3,4,4,4,4,-4,2,5,3,3
