V160101f,V160102f,V161024x,V161140x,V161158x,V161188,V161192,V161194x,V161198,V161204x,V161208,V161209,V161210,V161211,V161212,V161213x,V161214x,V161215,V161216,V161217,V161218,V161219,V161220,V161221,V161225x,V161227x,V161228x,V161229x,V161231,V161232,V161233x,V161235x,V161236,V161237,V161241,V161242,V161243,V161244,V161245,V161267x,V161268,V161270,V161276x,V161310x,V161316,V161324,V161326,V161327,V161331x,V161334,V161340,V161342,V161343,V161344,V161345,V161361x,V161362,V161496,V161507,V161508,V161509,V161510,V161511,V161515,V161516,V161522,V162010,V162011,V162012,V162013,V162014,V162014a,V162016,V162016a,V162018a,V162018b,V162018c,V162018d,V162018e,V162019,V162030x,V162031x,V162062x,V162066x,V162067x,V162068x,V162069x,V162078,V162079,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113,V162123,V162125x,V162136x,V162147x,V162150x,V162157,V162158,V162160,V162168,V162169,V162170,V162171,V162174a,V162178,V162179,V162180x,V162188x,V162191a,V162193x,V162207,V162209,V162210,V162211,V162212,V162213,V162214,V162229x,V162230x,V162231x,V162238x,V162239,V162240,V162241,V162242,V162254,V162255x,V162262,V162263,V162266,V162268,V162269,V162270,V162271,V162272,V162273,V162274,V162290,V162310,V162311,V162312,V162313,V162314,V162316,V162317,V162318,V162319,V162320,V162321,V162322,V162323,V162324,V162325,V162345,V162346,V162347,V162348,V162349,V162350,V162351,V162352,V162353,V162354,V162355,V162356,V162357,V162358,V162359,V162360,V162361,V162362,V162363,V162364,V162365,V162366,V162367,V162368,V162369,V168112,V168113
0.0,0.0,2,1,1,3,3,7,3,1,1,3,1,1,1,2,4,2,1,1,4,2,1,1,4,5,2,1,1,4,4,1,1,5,2,-1,3,2,-1,9,4,14,1,3,4,0,1,2,7,2,2,1,3,1,3,13,2,0,3,5,5,5,1,2,2,2,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,-1,1,1,11,1,-1,-1,85,0,15,85,85,85,100,50,0,70,50,30,50,60,85,85,30,85,50,100,85,1,1,7,1,1,3,4,3,3,3,3,2,-1,2,3,1,1,2,1,5,1,5,5,1,3,3,4,4,4,1,2,2,1,1,4,10,5,4,2,1,5,5,3,3,1,2,2,85,85,85,70,85,-1,-1,2,-1,2,-1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,4,4,3,3,5,3,4,2,5,4,5,-1,-1
0.0,0.0,3,2,2,3,4,4,4,7,1,1,3,1,1,1,4,3,1,1,3,3,3,1,1,6,6,1,1,4,1,3,1,4,2,-1,2,1,5,6,4,10,4,1,1,4,1,2,6,1,2,1,3,1,3,3,1,0,5,5,5,5,1,1,2,2,1,-9,2,2,-9,-1,-9,-1,2,1,2,2,1,2,-1,1,1,11,1,-1,-1,70,50,30,100,70,70,100,70,70,50,100,15,70,100,70,100,0,100,100,100,70,4,1,7,1,1,3,3,3,1,1,1,4,5,1,1,1,1,2,1,1,1,5,1,3,5,3,7,6,1,5,2,1,1,2,1,10,2,1,3,2,5,5,1,1,1,1,5,100,100,100,85,100,1,3,1,2,1,1,1,3,3,3,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,-1,-1
0.0,0.0,1,3,4,2,3,6,1,5,1,1,1,1,1,4,4,4,1,1,2,3,3,1,1,6,6,1,1,2,1,4,2,2,2,-1,2,2,-1,3,6,9,1,1,1,2,1,2,26,1,2,2,3,2,3,9,2,6,4,5,4,3,1,2,1,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1,-1,-1,-1,-1,-1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
0.0,0.0,3,1,2,2,3,4,1,3,1,2,1,3,1,6,4,4,1,1,2,2,3,1,1,4,1,2,2,4,2,1,1,5,1,1,1,1,1,9,1,13,4,2,1,0,1,3,25,2,1,2,1,1,2,17,1,0,5,5,5,5,1,2,2,3,2,2,2,2,2,-1,2,-1,2,1,1,2,2,2,1,1,1,10,1,-1,-1,60,0,-9,75,52,53,56,5,53,12,-9,0,53,51,86,56,0,55,52,53,100,5,2,2,4,1,5,3,3,2,5,5,3,4,3,2,3,2,2,2,4,4,2,4,1,4,5,5,4,3,2,2,2,2,1,2,10,2,4,5,2,5,5,4,4,1,2,4,16,60,73,51,59,-1,-1,1,1,1,1,1,3,3,2,2,6,2,1,6,6,4,5,5,2,5,3,1,2,4,4,1,2,5,1,3,1,3,6,4,-1,-1
0.0,0.0,3,3,2,1,3,4,4,4,1,2,3,1,3,1,7,3,1,1,4,2,2,1,1,6,6,1,1,1,4,2,2,4,1,3,2,1,1,11,1,9,5,1,1,0,1,3,40,3,1,2,1,1,3,-9,2,0,2,3,3,5,1,-9,1,2,1,2,2,2,2,-1,2,-1,2,2,1,2,2,2,1,1,1,11,1,-1,-1,85,30,-9,60,30,0,70,50,30,70,85,70,50,50,100,50,50,40,50,85,50,3,1,5,1,1,2,3,4,4,5,3,99,-1,1,2,4,1,1,3,4,2,3,2,2,2,4,4,4,4,5,2,2,1,1,4,7,3,2,4,3,4,4,1,2,1,2,4,-9,-9,-9,-9,-9,3,4,2,-1,2,-1,1,2,3,3,3,3,3,1,3,4,4,3,3,1,-9,1,3,3,4,5,3,3,5,3,4,3,3,4,4,-1,-1
0.0,0.0,3,5,7,2,3,6,7,7,3,3,3,3,3,4,7,4,1,1,2,2,1,2,6,1,1,2,3,3,1,5,4,1,1,2,1,2,-1,9,1,10,1,1,1,0,1,3,40,3,2,1,2,1,3,15,4,4,2,2,2,2,1,2,1,3,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,-1,1,2,21,2,-1,-1,0,100,50,50,15,40,60,85,85,60,60,50,85,60,60,85,50,85,40,60,40,3,1,6,2,7,4,3,3,2,3,2,6,4,2,2,4,7,2,6,4,4,2,2,4,4,3,4,4,6,5,2,2,1,1,2,3,2,4,2,4,3,2,2,2,2,2,2,40,40,40,30,50,3,2,3,2,2,-1,1,1,1,2,3,4,4,3,3,3,5,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,1,3,-1,-1
0.0,0.0,3,4,7,3,1,1,7,7,1,2,2,2,3,1,7,3,1,1,4,2,3,1,7,1,1,2,3,2,1,3,1,1,1,3,1,1,3,8,1,13,1,6,1,0,1,3,24,3,2,1,1,1,2,26,4,2,4,4,4,4,1,1,2,1,1,2,2,2,2,-1,2,-1,2,2,1,2,2,2,2,1,2,21,2,3,-1,0,70,50,40,15,40,50,50,50,0,50,30,50,40,50,50,60,60,50,50,40,3,1,6,1,2,5,3,3,5,3,4,5,1,2,2,4,4,2,7,5,4,3,3,5,5,3,4,4,6,5,2,2,1,1,3,-9,2,5,1,5,4,2,3,3,1,2,2,50,50,50,0,50,-1,-1,2,-1,2,-1,2,2,2,2,4,4,4,4,4,4,4,4,4,3,4,3,5,5,5,5,5,5,5,5,4,5,3,2,3,-1,-1
0.0,0.0,1,4,3,5,2,4,99,4,3,3,3,2,3,4,4,3,1,1,2,5,2,1,4,5,2,2,1,4,2,4,2,2,2,-1,3,1,3,4,1,10,1,6,1,0,1,2,15,4,1,2,3,2,3,25,2,5,3,3,3,3,1,1,2,3,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,40,0,50,60,78,50,28,50,50,50,70,30,50,50,85,70,50,35,65,60,50,1,4,7,4,1,3,2,1,2,3,3,99,-1,2,3,4,2,-1,7,1,3,3,3,3,1,3,5,4,4,2,2,2,1,2,2,6,1,3,3,5,1,3,3,3,2,2,4,74,0,40,0,72,-1,-1,1,3,1,2,2,2,3,2,6,7,3,2,3,4,5,3,3,3,7,4,2,2,4,4,2,3,5,2,3,2,4,4,5,-1,-1
0.0,0.0,3,1,6,1,3,6,6,6,2,2,2,2,1,4,3,3,2,1,3,2,1,1,6,6,6,1,1,3,1,1,2,2,2,-1,2,1,4,13,1,14,1,5,4,0,1,3,30,3,1,1,3,1,2,24,4,0,3,5,5,5,2,1,2,1,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,2,1,1,11,2,1,-1,100,0,15,100,50,60,85,70,0,85,100,30,85,85,60,85,0,70,85,100,85,5,1,6,1,1,1,2,2,5,5,5,4,4,2,1,1,1,2,2,1,1,5,1,2,5,1,6,4,2,2,2,2,1,2,3,9,4,4,2,1,5,5,4,3,1,2,2,85,85,85,85,50,-1,-1,2,-1,1,2,2,2,3,3,2,3,1,2,3,2,2,2,2,2,2,2,2,2,3,4,1,2,4,1,3,1,3,2,4,-1,-1
0.0,0.0,3,2,1,1,3,7,2,2,1,1,1,1,1,7,1,2,2,2,4,2,2,1,1,6,6,1,2,4,4,1,1,4,1,3,2,1,1,13,1,14,5,1,4,0,1,3,28,3,1,1,1,1,1,28,2,0,4,5,4,5,1,2,2,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,11,1,-1,-1,85,0,30,100,85,85,100,60,40,85,70,30,60,85,100,85,15,85,70,85,70,2,4,6,1,1,1,3,4,1,5,5,2,7,1,1,2,1,2,2,5,1,2,4,1,1,5,4,4,1,2,1,1,2,1,3,10,5,5,3,1,5,5,4,4,1,3,4,85,100,85,70,60,2,5,2,-1,1,1,1,3,3,2,3,4,3,1,5,4,3,2,4,3,3,2,2,4,4,4,3,2,5,1,4,2,5,1,5,-1,-1
0.0,0.0,3,2,2,3,3,4,3,4,1,2,3,2,3,2,4,3,2,2,4,2,2,1,4,2,5,1,2,3,2,2,1,3,2,-1,3,1,4,9,1,14,1,3,4,0,1,2,1,4,1,1,3,2,3,21,2,0,3,5,4,4,1,2,2,3,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,1,0,-1,-1,-1,-1,-1,61,41,41,61,60,52,62,51,51,61,51,62,51,41,60,51,51,60,51,71,50,3,2,6,2,2,3,3,3,3,3,2,3,-1,2,3,4,2,2,4,2,2,3,2,2,3,2,6,4,4,4,2,2,1,2,2,8,4,4,2,2,4,2,2,3,2,3,2,70,60,62,59,74,-1,-1,2,-1,2,-1,2,1,2,3,3,4,2,2,2,4,3,2,4,2,4,2,3,3,4,5,3,4,5,3,5,3,3,3,4,-1,-1
0.0,0.0,3,3,1,1,2,4,4,4,2,1,3,1,1,4,4,4,2,2,2,3,1,2,4,5,2,2,3,3,3,3,4,4,1,3,1,1,2,4,6,12,1,6,1,0,1,3,20,3,1,2,3,3,3,9,3,8,3,3,3,2,1,1,1,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1,-1,-1,-1,-1,-1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
0.0,0.0,3,2,1,1,3,6,4,4,1,1,1,1,1,2,4,3,1,2,2,4,2,1,2,5,5,1,1,1,2,1,1,4,1,2,2,1,4,6,6,10,1,5,4,2,1,2,12,1,1,2,2,4,2,11,1,0,3,5,5,3,1,1,-9,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1,-1,-1,-1,-1,-1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
0.0,0.0,3,4,7,1,2,1,7,7,2,2,2,2,2,1,7,5,1,1,2,2,1,2,7,1,1,4,3,1,1,5,5,1,1,3,2,1,1,9,6,14,1,1,1,0,1,3,11,2,2,2,3,1,3,19,4,1,1,1,3,3,1,2,2,3,1,2,2,2,2,-1,2,-1,2,2,1,2,1,1,2,1,2,21,2,2,-1,0,100,100,40,50,40,50,70,100,30,50,15,50,50,100,100,100,100,50,50,0,1,1,7,1,2,5,1,3,1,2,1,7,7,2,2,7,4,2,7,5,4,1,1,4,5,1,7,1,7,5,2,2,1,2,4,10,1,5,1,3,1,1,3,3,1,1,4,50,50,60,0,50,1,3,3,3,2,-1,2,1,1,2,5,5,4,4,5,5,5,4,6,2,5,1,3,3,5,4,4,4,4,3,2,4,4,1,4,-1,-1
0.0,0.0,3,3,4,2,3,4,7,5,3,2,3,2,3,7,5,3,1,1,2,2,1,1,7,1,4,1,1,4,1,2,2,2,2,-1,3,2,-1,4,1,10,1,1,1,0,1,2,12,1,1,1,2,1,2,24,4,6,3,2,4,5,1,2,2,2,1,2,2,2,2,-1,2,-1,2,2,2,1,1,2,-1,1,1,11,2,2,-1,85,0,15,100,85,50,70,60,30,70,100,40,70,85,50,100,15,85,85,100,70,4,2,3,1,1,3,3,3,1,5,5,2,7,2,1,3,1,2,4,3,1,4,4,1,2,2,6,4,2,5,1,1,2,1,3,10,3,5,3,2,5,5,4,4,2,3,2,50,85,70,60,50,3,5,1,3,1,2,1,3,3,2,4,4,2,1,5,5,2,1,5,5,3,3,2,2,5,5,1,2,5,1,5,1,5,2,5,-1,-1
0.0,0.0,3,3,5,2,3,4,5,6,3,2,3,3,1,4,5,3,1,1,4,2,1,1,3,1,1,1,3,2,2,2,2,2,1,2,1,1,2,8,6,11,4,1,1,0,1,2,15,1,2,1,3,1,2,8,3,4,2,2,2,3,1,1,2,4,2,2,2,2,2,-1,2,-1,2,2,1,2,2,2,-1,1,3,30,1,-1,1,50,55,70,70,65,80,85,55,70,65,50,65,50,50,80,50,75,75,50,85,50,3,2,7,5,1,4,2,2,2,2,2,4,-1,2,1,4,4,1,3,5,2,2,2,3,3,3,6,4,4,5,2,1,1,1,2,6,5,4,2,3,3,3,2,2,2,2,2,55,55,55,55,55,3,3,2,-1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,2,3,3,3,4,3,4,4,3,4,3,5,4,5,-1,-1
0.0,0.0,3,2,1,3,3,6,3,6,1,1,1,1,1,6,2,4,1,1,3,2,3,1,2,2,1,1,3,3,2,1,2,5,1,3,1,1,1,4,1,13,1,2,1,2,1,3,2,2,2,2,1,1,3,22,2,0,3,2,2,2,1,2,2,1,2,2,2,2,2,-1,2,-1,2,2,1,2,2,2,-1,1,1,10,1,1,-1,40,0,100,100,40,100,100,40,40,50,15,0,50,50,100,50,0,100,30,85,100,4,4,6,1,1,3,4,5,2,5,5,99,3,2,1,2,1,2,2,5,2,2,4,1,2,5,6,1,1,4,2,2,1,2,2,10,1,5,5,2,5,5,4,4,2,3,2,50,50,50,50,50,-1,-1,1,1,1,1,1,3,3,3,4,5,2,3,4,4,4,4,4,1,4,4,1,2,4,5,2,1,5,1,4,3,4,8,4,-1,-1
0.0,0.0,3,3,6,2,2,4,4,7,3,2,3,3,3,4,7,4,1,1,3,2,2,1,1,1,1,1,2,2,4,2,4,2,2,-1,3,1,4,6,1,14,1,5,1,3,1,2,12,2,1,1,5,1,2,25,4,-9,3,3,3,4,1,2,2,4,1,2,2,2,2,-1,2,-1,2,2,2,2,1,2,2,1,2,21,2,2,-1,17,32,25,63,40,36,70,39,55,62,50,35,74,0,63,66,70,81,44,85,8,3,1,7,2,4,3,2,3,2,4,4,99,2,2,3,4,4,-1,7,4,4,2,4,4,5,3,4,4,4,5,1,1,2,1,3,8,4,3,1,1,3,3,3,4,2,2,2,92,77,52,14,76,-1,-1,3,2,1,1,2,2,2,2,2,5,1,1,3,5,4,1,6,1,7,4,2,4,4,4,3,3,4,4,4,4,5,2,5,-1,-1
0.0,0.0,3,1,5,2,1,2,4,4,3,2,3,3,3,6,7,4,1,1,2,2,2,2,4,1,6,1,1,4,4,1,1,5,1,3,1,1,3,8,1,16,1,6,1,0,1,3,17,2,2,2,1,1,3,17,3,1,5,5,5,5,1,2,1,2,1,2,2,2,2,-1,2,-1,2,2,1,1,2,2,-1,1,1,11,1,2,-1,92,0,40,51,84,50,51,17,84,84,50,9,50,51,51,86,1,9,51,95,50,5,7,2,6,1,3,4,1,2,4,5,2,-1,1,1,1,1,-1,1,5,2,2,2,5,3,4,4,4,6,5,1,2,2,1,4,10,1,5,2,3,5,4,4,4,1,4,2,50,50,50,7,51,-1,-1,2,-1,1,1,1,3,3,3,6,6,2,2,7,5,7,2,5,7,1,7,3,3,3,4,3,2,2,3,5,3,1,2,4,-1,-1
0.0,0.0,3,3,1,2,3,4,5,2,1,2,3,1,3,1,6,4,1,2,4,4,2,1,2,6,5,1,1,3,1,2,1,4,1,2,2,2,-1,10,1,9,1,1,1,0,1,3,28,3,1,2,1,1,3,27,2,2,3,3,3,3,1,2,2,3,1,2,2,2,2,-1,2,-1,2,2,2,1,2,2,4,1,1,10,1,-1,-1,30,60,60,40,40,60,85,60,40,60,70,40,50,40,100,85,30,70,85,85,60,2,2,3,1,1,4,3,2,2,4,4,5,3,3,2,2,4,2,4,3,4,1,4,1,2,5,4,4,2,4,2,2,2,1,4,10,4,2,2,2,4,5,2,4,2,2,2,85,85,85,40,60,5,5,1,2,1,1,1,3,3,3,5,2,1,1,5,4,2,2,4,2,3,2,1,1,4,4,2,2,5,3,4,1,3,4,3,-1,-1
0.0,0.0,1,5,4,-9,-9,4,99,4,-9,-9,-9,-9,-9,4,4,-9,-9,-9,1,3,-9,1,-9,-9,-9,-1,-9,-9,-1,4,1,-9,1,3,2,1,1,-1,4,-9,4,1,-9,0,1,2,8,-9,2,2,-9,-9,-9,-9,-9,1,3,2,-9,5,1,-9,-9,3,2,2,2,2,2,-1,2,-1,2,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,41,1,51,50,50,51,70,50,49,51,-9,50,50,70,86,71,51,50,51,71,50,3,4,-9,-9,-9,-9,-9,-9,3,3,3,99,0,-9,3,-9,-9,-1,-9,3,3,3,3,3,3,3,4,4,-9,-9,2,2,1,1,-9,-9,3,3,3,3,3,3,-9,-9,1,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1,-9,-1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,-9,-1,-1
0.0,0.0,3,1,1,3,3,7,4,2,3,3,3,1,1,4,1,3,1,3,2,3,1,1,4,3,6,1,1,4,3,1,1,5,2,-1,3,2,-1,8,4,10,1,1,1,1,1,2,40,2,2,2,1,1,2,25,2,15,4,4,5,4,1,2,2,2,1,2,2,2,2,-1,2,-1,2,2,2,2,1,2,1,1,1,11,1,1,1,60,0,15,70,85,60,100,60,30,60,85,0,50,85,15,60,0,100,85,85,70,2,1,4,1,1,3,4,3,2,3,4,1,4,2,1,2,1,2,4,2,1,4,4,2,3,4,6,4,4,2,2,2,1,2,2,10,2,4,2,2,4,4,3,3,2,3,2,70,70,70,40,70,4,5,2,-1,2,-1,2,3,3,3,3,4,1,3,5,5,3,3,3,4,3,2,2,2,4,5,2,3,5,2,5,2,5,2,5,-1,-1
0.0,0.0,3,2,3,2,3,4,1,4,2,1,1,1,1,7,3,4,1,1,2,3,2,1,1,6,6,1,1,2,4,2,2,4,1,3,3,1,2,4,6,13,1,1,1,0,1,2,32,1,1,1,2,1,1,14,2,0,4,2,4,5,2,1,1,3,1,2,2,2,2,-1,2,-1,2,1,1,2,1,2,4,1,1,11,-1,-1,-1,90,0,0,100,90,50,65,70,30,85,100,85,30,50,40,85,30,40,100,85,100,3,6,6,1,1,5,2,5,1,4,5,2,1,1,2,4,1,2,7,2,2,5,5,2,2,5,6,6,1,5,2,1,2,1,2,10,5,5,2,5,1,3,4,4,1,2,2,85,85,85,15,80,1,3,2,-1,1,2,1,3,3,3,2,2,1,1,2,6,5,1,5,5,4,2,1,4,4,3,3,1,4,1,5,1,5,2,5,-1,-1
0.0,0.0,3,3,5,4,3,3,5,6,1,3,1,1,1,2,6,4,1,1,4,3,2,1,2,5,3,1,1,4,4,3,3,2,2,-1,3,2,-1,11,1,13,5,1,4,0,1,3,18,3,1,1,1,1,2,-9,1,0,3,3,3,4,1,2,2,2,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,4,1,2,20,1,1,-1,50,61,41,60,51,52,61,50,59,65,51,61,51,51,61,61,40,71,50,52,43,5,2,6,2,1,4,2,1,1,2,3,5,0,2,3,4,4,2,2,2,4,2,2,2,4,3,7,4,1,5,2,2,2,1,2,4,3,4,2,2,2,3,4,4,1,1,2,50,70,70,2,69,5,4,2,-1,2,-1,2,2,3,3,3,4,2,2,5,4,5,3,6,4,4,4,3,3,2,4,1,2,4,2,4,1,4,1,5,-1,-1
0.0,0.0,3,3,7,2,3,7,7,4,1,2,3,3,2,1,7,5,1,1,1,3,3,2,7,1,1,4,3,1,1,5,5,1,1,3,1,1,1,11,1,12,1,1,1,0,1,3,40,2,2,1,3,1,3,23,4,1,2,5,5,5,1,2,2,1,1,2,2,2,2,-1,2,-1,2,2,1,2,2,2,2,1,2,21,2,2,-1,9,78,91,2,1,20,51,21,61,73,2,48,52,1,99,75,55,100,2,75,0,1,1,7,2,1,5,1,4,5,1,1,5,2,2,2,4,7,2,6,5,5,1,1,5,5,1,7,1,7,5,2,2,1,2,2,1,2,1,1,2,3,1,2,3,1,1,2,70,70,53,60,85,1,1,1,3,2,-1,2,3,3,3,3,4,3,2,2,4,5,3,4,1,7,1,2,2,3,4,2,3,4,2,1,2,5,1,5,-1,-1
0.0,0.0,3,2,1,3,3,6,4,4,1,3,3,3,1,1,2,3,1,2,4,3,2,1,1,6,6,1,1,4,1,1,1,4,2,-1,2,2,-1,7,4,10,1,1,1,1,1,2,7,1,2,1,3,1,3,12,1,0,3,3,2,3,3,2,1,3,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,-1,0,-1,-1,-1,-1,-1,100,1,1,17,84,51,85,14,2,51,87,0,51,85,83,83,1,30,87,85,62,2,2,7,1,1,3,2,3,5,3,5,1,4,1,1,1,1,2,2,1,1,3,2,2,3,3,5,4,2,5,2,2,2,1,2,10,3,5,1,2,4,5,3,1,1,1,2,88,68,71,51,84,5,4,2,-1,2,-1,1,2,3,3,4,6,2,2,4,5,4,2,2,2,4,6,2,2,4,4,1,4,3,1,4,1,4,1,4,-1,-1
0.0,0.0,3,3,6,2,3,2,7,7,1,2,1,3,1,1,7,4,1,1,4,4,2,1,1,6,1,1,1,4,2,2,3,2,1,3,2,1,2,2,6,13,1,5,1,0,1,2,1,1,1,1,3,2,2,15,4,0,2,3,3,4,1,2,1,2,2,2,2,2,2,-1,2,-1,2,2,1,2,2,2,2,1,2,20,2,2,-1,10,60,50,30,10,50,50,50,60,50,50,40,50,50,80,50,50,70,10,100,10,3,2,1,1,1,3,3,1,1,3,1,5,3,2,1,5,4,2,6,2,3,2,1,5,5,1,7,2,6,5,1,1,2,2,4,9,4,4,2,3,3,3,2,2,1,2,2,50,90,50,0,50,-1,-1,3,2,2,-1,2,2,2,2,4,4,4,4,4,5,4,2,6,2,6,4,3,3,3,3,3,3,3,3,3,3,4,2,4,-1,-1
0.0,0.0,3,5,7,1,1,1,7,7,1,2,2,2,2,4,7,4,1,1,4,4,3,1,7,1,1,1,3,1,1,5,4,1,1,2,2,2,-1,9,1,7,1,1,1,0,1,3,36,2,1,1,5,1,3,25,4,-9,2,3,4,5,1,2,2,3,2,2,2,2,2,-1,2,-1,2,1,2,2,1,2,-1,1,2,21,2,2,2,8,70,52,40,17,15,85,60,90,31,50,15,70,50,95,70,84,93,70,60,15,3,1,7,4,1,3,3,2,2,3,2,7,-1,1,2,4,7,2,7,4,2,1,1,5,3,3,4,1,4,5,2,2,2,1,4,2,2,2,2,2,4,2,1,4,1,2,2,60,60,60,0,60,5,4,2,-1,2,-1,2,2,2,2,4,3,5,5,2,5,4,3,4,2,5,2,4,3,4,4,3,3,4,4,4,3,5,2,5,-1,-1
0.0,0.0,3,2,2,1,1,1,5,5,1,3,1,3,1,1,6,3,1,1,2,2,2,1,1,6,5,1,1,4,1,3,2,4,2,-1,2,2,-1,6,1,11,1,5,4,2,1,2,23,1,1,2,5,1,3,21,1,0,4,3,2,5,1,2,2,2,1,2,2,2,2,-1,2,-1,2,1,2,1,2,2,1,1,1,11,1,1,-1,93,1,17,52,51,55,71,17,31,31,85,8,51,66,51,60,15,85,70,93,50,4,1,7,1,1,4,4,1,2,3,3,99,-1,2,1,1,2,2,2,1,1,2,2,2,3,5,7,4,1,2,1,2,1,1,2,8,2,3,1,1,5,2,4,3,2,1,4,90,90,85,61,90,-1,-1,1,1,2,-1,1,3,3,3,3,3,2,2,3,4,3,3,4,4,3,3,2,2,2,4,2,2,4,1,4,2,3,3,4,-1,-1
0.0,0.0,3,3,4,2,3,6,99,4,1,3,1,1,1,4,6,4,2,1,3,3,2,1,4,5,6,2,3,1,1,3,3,1,1,3,1,1,1,13,1,7,5,1,1,0,1,1,6,2,2,2,1,2,2,1,1,15,3,1,5,5,1,1,1,4,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,2,1,2,21,2,2,-1,4,63,72,-9,61,73,-9,51,62,52,4,-9,51,-9,96,88,-9,98,34,86,54,1,1,6,1,4,1,3,2,2,3,2,99,-1,1,2,4,4,2,6,2,3,3,1,3,5,1,7,5,4,2,1,2,1,2,3,6,3,5,3,5,3,3,1,1,1,1,4,62,53,52,52,96,1,1,2,-1,2,-1,2,1,1,1,1,5,4,4,3,5,4,4,4,1,4,1,3,2,2,5,1,2,4,4,5,2,3,1,5,-1,-1
